ID,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore
14658,2058-02-17,28,39868,548,Employed,High School,3,11051,84,Single,1,Rent,407,0.1561118916951394,4,1,0.3980859607347083,0,Education,1,29,5,4810,2613,7423,80799,3322.333333333333,0.7751584786368204,6,9997,0.262051,0.2503391163283407,279.9585422431685,0.2067699033540188,62.0
14659,2058-02-18,45,50487,527,Employed,Bachelor,27,13617,48,Single,2,Mortgage,689,0.3488812985014731,1,6,0.3460490329177682,0,Home,0,28,23,17213,1938,276268,54283,4207.25,0.7761947189950494,2,221985,0.245117,0.2172566412555064,426.9927758645733,0.2652546855700453,40.0
14660,2058-02-19,42,81300,503,Employed,High School,19,20787,36,Divorced,0,Own,509,0.3219449026111945,1,2,0.1270486377734374,0,Education,0,22,24,970,2215,117817,32468,6775.0,0.7504970935875064,6,85349,0.254287,0.2569555213674852,834.1535807200165,0.1982514510287847,37.6
14661,2058-02-20,47,85864,609,Self-Employed,Master,25,45858,60,Single,1,Rent,315,0.1616901237651024,5,1,0.3147555356834858,0,Home,0,22,21,4177,521,181158,40971,7155.333333333333,0.8076053096721332,6,140187,0.246358,0.2317170351062325,1297.286540607821,0.2253265453192706,38.400000000000006
14662,2058-02-21,54,122797,549,Employed,Bachelor,33,32317,60,Single,3,Own,405,0.0419992029150733,4,0,0.1932558443779422,0,Home,0,28,17,6927,1129,116447,6175,10233.083333333334,0.861279378689602,3,110272,0.2628169999999999,0.2781501556566361,1002.6128705429396,0.1375551067739055,34.4
14663,2058-02-22,36,21018,518,Employed,Bachelor,15,62986,36,Widowed,0,Rent,153,0.211119624572281,2,1,0.166196364198718,0,Home,0,24,3,1698,1431,21984,137283,1751.5,0.7970493776322773,5,7329,0.2889859999999999,0.2821866703742294,2612.7734856223506,1.5790884873664577,55.0
14664,2058-02-23,29,71864,506,Employed,High School,11,45849,36,Single,3,Rent,214,0.2125816910112732,5,1,0.2094305387212285,0,Auto,0,27,9,6054,811,35461,32412,5988.666666666667,0.8410166909608305,5,3049,0.277849,0.2222792,1756.404762458731,0.3290222802725255,53.0
14665,2058-02-24,49,31002,572,Employed,Bachelor,28,15679,48,Married,0,Rent,378,0.1719866983280059,5,1,0.5005630325691419,0,Debt Consolidation,0,21,26,494,276,73620,53357,2583.5,0.8445992451119921,1,20263,0.224679,0.2131926385676698,488.2075710226797,0.3352845252652137,58.0
14666,2058-02-25,49,77239,483,Employed,Bachelor,24,14023,84,Single,4,Rent,305,0.5511803290718036,3,2,0.4874034722839744,0,Debt Consolidation,0,24,22,5250,756,14885,21806,6436.583333333333,0.4818837255467983,5,4092,0.297523,0.300282455341361,401.22573640237954,0.1097205924057607,57.0
14667,2058-02-26,41,46873,592,Employed,Bachelor,17,14024,60,Married,1,Other,199,0.2043263352536978,1,1,0.3057379640476043,0,Debt Consolidation,1,26,17,191,3740,27977,23560,3906.0833333333335,0.945889269342444,7,4417,0.223024,0.2234193008744224,390.058950243203,0.1508055256313535,61.0
14668,2058-02-27,66,42265,585,Employed,Master,44,6404,120,Married,0,Mortgage,298,0.2036099359801985,3,0,0.5211579911432122,1,Debt Consolidation,0,18,24,4569,930,28714,10115,3522.083333333333,0.4087939827337758,8,18599,0.268904,0.2797080389018962,159.3033651946239,0.1298388828187741,71.0
14669,2058-02-28,34,104841,598,Employed,Bachelor,14,40585,60,Single,0,Mortgage,173,0.2674426114063529,3,1,0.4092991511514909,0,Education,0,21,10,6384,330,103481,995,8736.75,0.4709164989747713,1,102486,0.246585,0.2323545780307398,1149.6072660474997,0.1513843552862906,51.0
14670,2058-03-01,29,15251,591,Employed,Bachelor,5,37791,12,Divorced,0,Mortgage,530,0.5043877453146394,2,1,0.250135149188638,0,Debt Consolidation,0,19,1,728,508,176374,24719,1270.9166666666667,0.81523125048187,6,151655,0.207291,0.1770876975582525,3459.4429198582616,3.139027935105838,55.0
14671,2058-03-02,45,152324,646,Employed,Master,20,23731,60,Married,3,Rent,1111,0.1660572685754211,4,1,0.1539614944550278,0,Auto,0,17,9,1236,1275,287512,4591,12693.666666666666,0.861236335612861,5,282921,0.205731,0.2282861184318803,666.6533680081518,0.1400425436313241,31.200000000000003
14672,2058-03-03,31,65604,439,Employed,Associate,6,18472,48,Single,1,Mortgage,426,0.4254150061002787,4,2,0.2404926504345869,0,Other,0,26,29,4362,1799,13364,14867,5467.0,0.7505941886343049,6,1963,0.2939719999999999,0.288870306541892,653.1989537857614,0.1974024060336128,53.0
14673,2058-03-04,45,57637,629,Employed,Associate,24,61196,60,Single,1,Own,984,0.3390373664277812,4,1,0.4257313513081929,0,Home,0,25,21,4331,180,70491,52515,4803.083333333333,0.8863661964865891,4,17976,0.251696,0.2228247962683831,1700.0102007026117,0.5588098341071073,53.0
14674,2058-03-05,30,45406,596,Employed,Bachelor,9,28467,72,Married,5,Mortgage,471,0.6551738196337059,1,0,0.0250617769675026,0,Auto,0,24,20,1805,626,71237,48525,3783.8333333333335,0.7387831841545469,4,22712,0.245467,0.2637936264072154,791.090048232121,0.3335480019994153,53.0
14675,2058-03-06,35,35355,539,Employed,Associate,9,38417,36,Single,0,Rent,454,0.2068403951458904,6,2,0.1678667814033244,0,Auto,0,26,8,5650,799,13980,6031,2946.25,0.8122104043340531,3,7949,0.253917,0.242137059165071,1511.5225428537908,0.6671268707182998,52.0
14676,2058-03-07,62,62265,583,Unemployed,Associate,42,8737,72,Married,5,Mortgage,290,0.0729689847789712,3,1,0.1595865875198762,0,Debt Consolidation,0,32,18,990,1266,75149,6806,5188.75,0.8054660501404958,8,68343,0.232237,0.2126783840893463,215.74604517028556,0.0974697268456344,40.0
14677,2058-03-08,35,15000,582,Employed,High School,12,19297,60,Married,1,Rent,391,0.1766427741427893,3,1,0.3338102370526166,0,Debt Consolidation,0,24,7,17742,1302,43778,76103,1250.0,0.7548850847852747,4,10865,0.233297,0.2714427361781641,590.9053394269407,0.7855242715415526,56.0
14678,2058-03-09,30,15000,597,Employed,Bachelor,11,10889,36,Married,3,Mortgage,680,0.1400665008396603,3,1,0.0714154898764903,0,Home,1,20,9,3889,1169,118990,34888,1250.0,0.9429363158350949,6,84102,0.197389,0.2368668,425.4172327105239,0.8843337861684191,56.0
14679,2058-03-10,54,54176,460,Employed,High School,32,9617,96,Married,0,Mortgage,267,0.3389831310044482,3,1,0.3724085623744532,1,Debt Consolidation,0,29,3,5977,1568,66797,48237,4514.666666666667,0.8181107346106926,7,18560,0.314617,0.2992210608624485,264.6820909916169,0.1177677401782966,69.0
14680,2058-03-11,27,22208,497,Employed,High School,3,42003,60,Married,1,Other,182,0.2831915629527449,2,2,0.1875121771738804,0,Home,0,19,12,1275,1201,53581,10013,1850.6666666666667,0.7860785386601796,6,43568,0.2985029999999999,0.3399218790884626,1463.7066032234245,0.8892506861798043,52.0
14681,2058-03-12,31,26721,621,Self-Employed,High School,9,19051,60,Single,3,Other,399,0.4395509784122747,3,1,0.1813392205304421,0,Debt Consolidation,0,15,24,561,1760,136369,18491,2226.75,0.8213071398188351,4,117878,0.213551,0.2054233201364566,510.5010231364104,0.4084432572746875,49.0
14682,2058-03-13,46,19335,630,Employed,Bachelor,22,22375,84,Single,1,Rent,490,0.3198044191085943,1,0,0.210345049994779,0,Other,0,25,15,3528,3126,111361,29132,1611.25,0.7300850622841512,7,82229,0.232375,0.2091374568859327,509.24713616877096,0.6201688975446212,49.0
14683,2058-03-14,51,109607,640,Employed,High School,31,14364,12,Married,2,Own,197,0.2917548837574558,1,0,0.1562054759849744,0,Auto,0,33,13,2236,2429,31777,9524,9133.916666666666,0.485898307154087,7,22253,0.159364,0.1665720300533693,1307.729453678316,0.1647408782663497,36.8
14684,2058-03-15,54,168131,617,Employed,Doctorate,33,13106,60,Single,5,Own,527,0.1194960658349436,4,1,0.3849180108436744,0,Home,0,26,13,6507,3705,17519,6906,14010.916666666666,0.8001365087276531,6,10613,0.209606,0.2194265373838286,361.5462667068599,0.0634181394298631,38.400000000000006
14685,2058-03-16,31,41819,532,Unemployed,Bachelor,8,41886,24,Married,0,Mortgage,397,0.271495524293073,3,1,0.0927257470694653,0,Home,0,30,9,7620,1344,213728,7227,3484.9166666666665,0.9254262454446284,11,206501,0.250886,0.2571404146362269,2250.5535912377954,0.7597179056135619,51.0
14686,2058-03-17,47,46307,476,Employed,Associate,23,18495,36,Single,1,Rent,690,0.2702747292730693,5,1,0.4284817237753541,0,Education,0,24,28,2592,985,4548,170598,3858.9166666666665,0.8441897895771764,4,9843,0.265495,0.2697544923302725,754.8187736338145,0.3744104624269716,57.0
14687,2058-03-18,34,60378,615,Employed,Bachelor,11,35938,48,Married,3,Own,815,0.3290838744766817,5,0,0.261470143087157,1,Debt Consolidation,0,28,1,1818,1475,51643,58927,5031.5,0.7757215934378809,5,1966,0.223438,0.2165936221478528,1125.629849041224,0.3856960844760457,65.0
14688,2058-03-19,32,52806,616,Employed,High School,8,26287,48,Divorced,0,Rent,377,0.5656663972514523,2,0,0.2626412089469002,0,Debt Consolidation,0,18,24,3954,3818,474372,27202,4400.5,0.7903155896354592,4,447170,0.213287,0.2225345557967201,831.8215808877336,0.2747009614561376,35.2
14689,2058-03-20,54,47874,471,Employed,Master,35,12204,84,Divorced,2,Mortgage,486,0.118712016428568,6,1,0.0511309478985625,0,Education,0,27,9,4125,4825,27461,13529,3989.5,0.8356484360299532,4,13932,0.3017039999999999,0.2830317330145089,335.1338681570172,0.2058237543945399,51.0
14690,2058-03-21,33,95503,595,Employed,High School,11,15587,24,Widowed,0,Rent,572,0.0795285857827548,3,3,0.0411605710172787,0,Auto,1,22,13,7247,446,35816,13938,7958.583333333333,0.9517092238831018,3,21878,0.1930869999999999,0.1990825090283686,792.6144240928271,0.1714644889596549,54.0
14691,2058-03-22,43,79633,542,Unemployed,High School,17,24662,96,Widowed,3,Own,507,0.3700986838293412,4,2,0.0370979437435987,0,Auto,0,29,25,2774,2293,55849,14654,6636.083333333333,0.9066322467001542,5,41195,0.288662,0.3228502597711336,719.788219207583,0.1848663070647972,53.0
14692,2058-03-23,41,70310,524,Employed,Bachelor,16,35492,48,Married,0,Own,332,0.5358295044482084,3,0,0.3508917589439558,0,Other,0,25,10,3921,1525,201209,2541,5859.166666666667,0.835905902371703,3,198668,0.268492,0.2580808875452591,1192.8657283992775,0.2602530044203005,51.0
14693,2058-03-24,27,116887,492,Employed,Associate,3,69478,60,Single,3,Mortgage,227,0.3620581366316431,3,1,0.4539557437963271,0,Auto,1,27,11,3579,2306,30094,29956,9740.583333333334,0.7632196851869452,5,5564,0.328478,0.2627824,2091.663836765418,0.2380415789710149,61.0
14694,2058-03-25,51,85803,596,Employed,Bachelor,29,51531,84,Divorced,3,Rent,401,0.2159433791870055,1,2,0.1805730853404316,0,Home,0,30,8,734,820,3253,37575,7150.25,0.944062820295355,11,3194,0.278531,0.2718243828807761,1377.0886284952812,0.2486750293339787,50.0
14695,2058-03-26,46,35948,597,Employed,Master,21,16967,48,Single,0,Mortgage,566,0.1205482452402755,4,2,0.3361594221699479,0,Auto,0,17,7,2480,898,107484,21726,2995.6666666666665,0.8319885353668125,12,85758,0.213467,0.235788994561969,549.2128618928505,0.3722753516945089,53.0
14696,2058-03-27,18,41727,534,Employed,Bachelor,0,25870,36,Married,2,Mortgage,655,0.2009736934633757,2,2,0.175350145960576,0,Auto,0,35,24,1044,314,32761,80243,3477.25,0.901549334870485,3,8591,0.24387,0.250363130753183,1029.0836083472643,0.4843147913860851,51.0
14697,2058-03-28,43,74588,596,Employed,Associate,24,26654,48,Married,0,Mortgage,193,0.0530339803165565,2,1,0.254092128250503,0,Home,0,26,24,16731,708,325829,61909,6215.666666666667,0.8378754155196857,4,263920,0.223654,0.1877361028622279,793.7770867508257,0.1587564359013502,36.0
14698,2058-03-29,30,30070,530,Employed,Master,6,14053,48,Single,3,Other,454,0.3303773125124003,3,4,0.31409953659129,0,Debt Consolidation,0,17,11,3400,2477,231057,79778,2505.833333333333,0.9851590508538188,3,151279,0.244053,0.1952424,424.0837966121426,0.3504158815878188,51.0
14699,2058-03-30,53,38121,554,Employed,Associate,32,12476,96,Divorced,3,Rent,132,0.1543156408890046,3,0,0.0866295526106558,0,Home,0,29,4,2037,1209,4705,246514,3176.75,0.9396800796835448,8,3341,0.270476,0.2683713130389024,316.93277132373686,0.1413182564960216,53.0
14700,2058-03-31,22,16713,617,Employed,Bachelor,0,42224,36,Single,1,Mortgage,813,0.0948412869717955,3,1,0.392022951363407,0,Home,0,22,5,1651,1038,45915,20332,1392.75,0.7355696732104307,5,25583,0.218724,0.222552398879488,1618.1344310694149,1.7455641221105114,54.0
14701,2058-04-01,35,171188,528,Unemployed,Bachelor,16,48682,96,Single,0,Other,212,0.3268534763947251,4,1,0.5637963725688845,0,Home,0,24,18,8664,1042,521118,25647,14265.666666666666,0.9416789812057078,8,495471,0.319682,0.2930307586356375,1318.8987692088594,0.1073135104709811,42.400000000000006
14702,2058-04-02,44,56675,570,Employed,High School,18,44468,48,Divorced,2,Mortgage,589,0.301386187153238,1,1,0.2711752605400015,0,Debt Consolidation,0,22,10,1917,1060,517036,13166,4722.916666666667,0.955015540391283,5,503870,0.254468,0.2623785796484651,1505.2980236581996,0.443433194246112,44.0
14703,2058-04-03,40,73204,577,Employed,Bachelor,18,19349,36,Single,0,Own,333,0.3632696573838418,1,1,0.4838907318941848,0,Other,0,34,9,1896,370,10804,25315,6100.333333333333,0.7327173927584893,4,9012,0.215849,0.2361958541973272,755.2571017114026,0.178393055304858,45.6
14704,2058-04-04,49,19472,565,Employed,Bachelor,29,31557,48,Married,2,Rent,638,0.1765609819216826,1,2,0.0858823266784949,0,Education,0,29,10,729,722,27928,94764,1622.6666666666667,0.8365812582969366,4,6783,0.244057,0.2385614263642912,1026.3080239656313,1.0256622990749575,51.0
14705,2058-04-05,21,84712,517,Employed,Master,0,14786,12,Single,2,Rent,811,0.4565794649911383,2,0,0.2842525974959534,0,Home,0,18,21,2752,241,121348,68720,7059.333333333333,0.940182913687016,10,52628,0.221286,0.2409522933502516,1398.8397038226883,0.3130380164070293,40.0
14706,2058-04-06,59,65599,588,Employed,Associate,37,16354,60,Single,3,Rent,363,0.1740768038175025,2,0,0.3326012611735683,0,Education,0,23,23,2809,1188,19645,100046,5466.583333333333,0.7263268578707671,6,2020,0.227354,0.2513364391855511,481.2937339744578,0.1544463300918229,53.0
14707,2058-04-07,46,15295,530,Employed,High School,24,21739,48,Married,1,Own,520,0.2182246425084154,6,2,0.3552622236714188,0,Debt Consolidation,0,22,9,13477,471,178317,13602,1274.5833333333333,0.9072306740202808,4,164715,0.251739,0.239999958707404,708.7312533362133,0.9640258280506414,53.0
14708,2058-04-08,56,60580,500,Employed,Associate,31,49032,108,Married,3,Mortgage,959,0.1001714003864063,3,1,0.2339008675352475,0,Auto,0,25,22,2380,2744,156387,24933,5048.333333333333,0.7305694399975419,0,131454,0.344032,0.3413998982333758,1465.8021841872408,0.4803173689377168,47.0
14709,2058-04-09,50,32712,610,Employed,Bachelor,27,31198,48,Married,2,Other,402,0.1923186386544345,6,0,0.5845337909560775,0,Auto,0,26,14,4387,722,38411,28338,2726.0,0.8126382409244167,4,10073,0.221198,0.2367491527353941,1011.5133454397252,0.5185302074246974,55.0
14710,2058-04-10,39,49626,575,Employed,Bachelor,21,34986,36,Married,2,Rent,516,0.3981441480433331,7,1,0.36625417846099,0,Home,0,23,29,4027,1610,39787,7119,4135.5,0.8003536077132752,5,32668,0.232486,0.2242911101985078,1343.9103099058889,0.4497425486412498,55.0
14711,2058-04-11,24,69255,573,Employed,High School,4,36457,60,Married,5,Rent,397,0.1767793111302789,4,1,0.2126615304678596,0,Debt Consolidation,1,23,19,1388,3652,147992,53064,5771.25,0.8904080322884552,4,94928,0.254957,0.205971761617712,978.041229592728,0.2382570898146377,55.0
14712,2058-04-12,33,38063,577,Employed,Associate,5,21742,48,Married,0,Other,307,0.1059476681409706,5,0,0.1088533857779709,1,Debt Consolidation,0,22,18,2760,696,73973,23500,3171.9166666666665,0.8136700057899976,8,50473,0.228242,0.2093824670998733,672.5341913045182,0.308814604620083,60.0
14713,2058-04-13,59,17205,626,Unemployed,High School,36,51455,84,Married,2,Other,547,0.2366822437795852,4,0,0.1803859947739227,0,Auto,0,20,10,17462,257,82003,17940,1433.75,0.4073161777088471,4,64063,0.263455,0.239768237652624,1268.940017005543,1.2665667075888705,50.0
14714,2058-04-14,56,68366,644,Employed,Bachelor,32,13955,36,Single,5,Own,248,0.2273789433750946,3,0,0.219080306636366,0,Debt Consolidation,0,26,26,4704,700,9392,7457,5697.166666666667,0.9379571833967818,5,1935,0.176955,0.1827920580347442,506.4634149843847,0.1324278293276279,39.2
14715,2058-04-15,32,85065,609,Employed,Master,10,23939,60,Married,2,Mortgage,240,0.4042159909844319,4,0,0.2583424423414123,0,Debt Consolidation,0,32,6,4353,769,25450,173704,7088.75,0.7998965579310536,8,8792,0.224439,0.1795512,607.3089485454093,0.1195286825668008,40.8
14716,2058-04-16,18,34190,539,Employed,High School,0,22171,60,Married,0,Mortgage,447,0.3404704890576868,3,2,0.0897910060307329,0,Home,0,20,2,4298,269,93256,5433,2849.1666666666665,0.7868218855039341,6,87823,0.257671,0.2531728331190688,654.8787104680696,0.3867371899858682,53.0
14717,2058-04-17,37,63326,580,Employed,Bachelor,15,30623,84,Married,3,Mortgage,379,0.3791093490784319,5,0,0.1920755508109367,0,Debt Consolidation,0,23,9,5381,823,27428,51355,5277.166666666667,0.8508616843161059,5,8341,0.265623,0.2410242007514765,757.6315324981467,0.2153867035653248,51.0
14718,2058-04-18,36,65602,626,Employed,Bachelor,13,54052,60,Single,3,Rent,746,0.2599266460427755,2,0,0.3489832862818011,0,Auto,0,27,19,2734,483,1401819,18692,5466.833333333333,0.9355236974074982,2,1383127,0.246052,0.2431503844089486,1564.8657655117104,0.4227064599576313,34.4
14719,2058-04-19,37,15000,546,Employed,Associate,15,27497,60,Divorced,1,Rent,197,0.0843627502839076,3,1,0.2553878547276109,0,Education,0,20,10,4264,1565,15339,92361,1250.0,0.7368880581557755,4,2588,0.259497,0.257125660321848,818.6005484192694,0.8124804387354155,53.0
14720,2058-04-20,46,125515,558,Employed,Bachelor,20,14902,24,Single,3,Rent,221,0.224298879083775,2,0,0.3857220819600918,0,Debt Consolidation,0,30,15,6057,275,104464,59185,10459.583333333334,0.8095441574919982,4,45279,0.2109019999999999,0.2289021350199759,779.6549952848634,0.0956687244028073,41.6
14721,2058-04-21,50,38003,644,Employed,Bachelor,29,28055,36,Married,2,Mortgage,881,0.1015355148090967,4,0,0.1031202094835888,0,Education,0,26,3,1007,1004,40018,9728,3166.9166666666665,0.8841130518536463,8,30290,0.191055,0.1909764790501918,1029.77025728463,0.6033535007082483,50.0
14722,2058-04-22,51,31927,590,Employed,Associate,31,17394,60,Married,1,Mortgage,371,0.0905912063730449,0,1,0.4659388248900361,1,Debt Consolidation,0,29,11,5810,511,20150,8648,2660.583333333333,0.8343400424482673,8,11502,0.2273939999999999,0.229271629476382,489.61742885488815,0.3234694505045465,68.0
14723,2058-04-23,45,42569,589,Unemployed,Master,21,32207,36,Widowed,2,Rent,253,0.5098351226151043,2,1,0.0923051756334855,0,Home,0,30,25,9118,3026,23183,15301,3547.4166666666665,0.8074253766359887,7,7882,0.222707,0.2063968897745092,1207.450844581548,0.4116941937790076,55.0
14724,2058-04-24,18,75604,457,Employed,Bachelor,0,47200,48,Married,5,Mortgage,921,0.152085565261296,0,2,0.4349424115426524,0,Education,0,19,12,4237,1854,48819,68699,6300.333333333333,0.7186251563630432,4,6536,0.3137,0.2993314321974248,1697.64803510363,0.4156364269250775,55.0
14725,2058-04-25,35,114760,624,Self-Employed,High School,12,28320,48,Married,3,Mortgage,566,0.3854720364826021,3,0,0.2707626320551312,0,Home,0,18,4,756,1272,42369,9375,9563.333333333334,0.9442453913805766,5,32994,0.21132,0.2527649902993617,943.382535261943,0.1578301709928835,54.0
14726,2058-04-26,67,97519,627,Employed,Doctorate,46,45813,24,Married,3,Mortgage,495,0.4662217830699562,3,1,0.1804779070480797,0,Debt Consolidation,1,17,20,5024,1214,51382,11016,8126.583333333333,0.7584820355752706,4,40366,0.207313,0.2197958568860933,2376.2320752592464,0.3533135584153955,53.0
14727,2058-04-27,44,37461,508,Employed,High School,25,25080,24,Divorced,2,Mortgage,408,0.1672658146809693,3,2,0.3486744732933955,0,Debt Consolidation,0,27,9,742,153,86709,128155,3121.75,0.7736473933899884,6,4905,0.24608,0.258122700041371,1348.8006535115087,0.5627614810639894,55.0
14728,2058-04-28,44,300000,573,Employed,Bachelor,19,10000,24,Married,0,Rent,266,0.298147423289083,6,1,0.0907995709787635,0,Auto,1,31,12,3628,37,41268,17334,25000.0,0.5003453938227256,5,23934,0.1985,0.1982529991521043,508.1049912989577,0.0309641996519583,43.2
14729,2058-04-29,44,41645,533,Self-Employed,Bachelor,20,21426,24,Married,3,Mortgage,250,0.0628538716147751,4,3,0.1581090139670198,0,Home,0,17,1,4611,869,31331,33916,3470.4166666666665,0.9011087586763896,8,1044,0.229926,0.2409577099196807,1133.8405535833922,0.3987534312162494,57.0
14730,2058-04-30,44,38344,560,Employed,Bachelor,22,19694,60,Divorced,2,Mortgage,367,0.2245494884782064,5,2,0.4628655701422224,0,Education,0,35,9,2716,513,59290,10773,3195.333333333333,0.8268037032608387,1,48517,0.2446939999999999,0.2204889670227045,544.4745092622293,0.285251776318244,58.0
14731,2058-05-01,18,71965,520,Employed,Bachelor,0,23353,48,Single,3,Rent,396,0.4360629249854425,2,0,0.4181037413243019,0,Education,0,23,4,4595,235,49618,42931,5997.083333333333,0.6063459883534814,6,6687,0.258353,0.306371656730744,849.5242623723669,0.2076883366701647,60.0
14732,2058-05-02,37,37885,599,Employed,High School,15,23881,60,Married,0,Mortgage,589,0.2021320029943473,2,1,0.2311307361186281,0,Debt Consolidation,0,31,8,795,363,210005,21623,3157.083333333333,0.7540114582675347,3,188382,0.229381,0.2383451122448012,684.7157960552744,0.4034469988824942,50.0
14733,2058-05-03,39,185085,565,Employed,Associate,13,17749,36,Married,4,Own,416,0.4608739487725212,4,1,0.2542661716497246,0,Home,0,13,8,687,3159,85261,20642,15423.75,0.6610963050939059,5,64619,0.220249,0.2358421765762297,692.475036071172,0.071868062959473,40.0
14734,2058-05-04,55,33415,628,Employed,Bachelor,35,24620,108,Married,2,Rent,264,0.2811878861913886,3,1,0.5578989950080652,0,Debt Consolidation,0,24,19,2061,123,31013,36597,2784.583333333333,0.8178561194110449,9,8874,0.25562,0.2640004342514248,598.7269990481465,0.3098226541546538,56.0
14735,2058-05-05,40,51733,648,Employed,Bachelor,19,28373,96,Married,2,Mortgage,237,0.3570884633898565,2,1,0.2550917133115132,0,Debt Consolidation,0,20,11,7806,1786,243814,14094,4311.083333333333,0.6625380790420212,3,229720,0.239373,0.2510878081723205,687.8994105865639,0.2145399054189544,45.0
14736,2058-05-06,20,115239,590,Employed,Doctorate,0,81408,12,Married,2,Rent,516,0.3334153405870274,3,0,0.5114585805802271,0,Auto,0,19,12,483,4605,53306,42146,9603.25,0.8485527340997953,7,11160,0.251408,0.2808775431744377,7859.855079618855,0.8721896315954343,57.0
14737,2058-05-07,45,81749,524,Employed,Bachelor,22,33423,60,Single,0,Rent,208,0.2973491595606652,5,1,0.4867591044854647,0,Other,0,20,25,1775,782,29982,66282,6812.416666666667,0.7834410520435607,2,1902,0.276423,0.3196405610888729,1122.0132926281874,0.1952336971894243,55.0
14738,2058-05-08,30,32144,558,Self-Employed,High School,7,16382,12,Married,4,Rent,682,0.2651240125205598,3,3,0.1445275410474639,0,Home,0,27,7,2091,566,29734,69895,2678.6666666666665,0.9408975168599024,8,9576,0.202382,0.2079522584860235,1523.7802990689593,0.8234620330023492,55.0
14739,2058-05-09,25,22234,541,Employed,High School,2,22733,36,Married,1,Mortgage,517,0.134089707566704,4,1,0.5170636968861007,0,Education,0,19,27,1760,709,96464,8668,1852.8333333333333,0.7508191167219139,9,87796,0.237233,0.2233169775062307,872.0893467936213,0.7497109004912951,57.0
14740,2058-05-10,29,23578,520,Employed,Bachelor,8,24282,60,Married,2,Mortgage,237,0.2890753883339346,2,0,0.2890832968162141,0,Auto,1,29,16,1839,700,49740,7884,1964.8333333333333,0.8965204077640601,7,41856,0.269282,0.2518652016928464,715.3665165399215,0.4847060055339324,60.0
14741,2058-05-11,46,26330,603,Unemployed,Master,21,31083,60,Married,1,Mortgage,429,0.4334042699761053,3,0,0.5660581211745601,0,Education,0,14,14,5527,893,141396,56420,2194.1666666666665,0.8338940465767545,3,84976,0.2345829999999999,0.1934120697327783,812.1570606294056,0.565662162079486,59.0
14742,2058-05-12,55,89764,547,Employed,Bachelor,33,29601,48,Divorced,0,Mortgage,549,0.517803472222085,3,1,0.3718721104549463,0,Debt Consolidation,0,24,7,4752,912,153691,17818,7480.333333333333,0.9693768354889286,1,135873,0.2511009999999999,0.2008807999999999,902.1588719936616,0.1939965516679731,40.8
14743,2058-05-13,45,72878,603,Employed,Associate,20,47435,24,Divorced,1,Mortgage,560,0.453973964571248,2,0,0.1757842298456215,0,Debt Consolidation,1,24,18,2335,916,25707,24885,6073.166666666667,0.7669612285016524,6,6824,0.220935,0.236811715663256,2500.3985150038043,0.5039213779198887,54.0
14744,2058-05-14,47,70638,568,Employed,Master,18,34975,72,Married,3,Rent,447,0.2634184880270119,5,4,0.6788930394145001,0,Debt Consolidation,1,24,9,7429,2280,314454,29014,5886.5,0.6038051328834231,4,285440,0.2659749999999999,0.2602476424587925,964.2394201568734,0.2397416835397729,59.0
14745,2058-05-15,45,20167,543,Unemployed,High School,24,29738,60,Single,2,Mortgage,162,0.4462366404955582,5,0,0.116415092153636,1,Education,1,20,21,2900,1514,61744,49510,1680.5833333333333,0.8812587503008737,6,12234,0.2632379999999999,0.2456352771794809,865.2564819784913,0.6112499520871668,74.0
14746,2058-05-16,41,39891,621,Employed,Associate,18,35372,36,Divorced,0,Rent,385,0.2433205990258337,2,3,0.2259480762301401,0,Home,0,27,19,5909,1500,22356,28412,3324.25,0.816999821347143,2,4069,0.209872,0.1972747369609033,1309.6436867505106,0.5097822626909861,50.0
14747,2058-05-17,48,76143,626,Employed,Bachelor,26,22653,36,Married,3,Other,205,0.206827615020374,5,2,0.0996859448120714,0,Debt Consolidation,1,29,23,3421,931,42159,18140,6345.25,0.9171221667630448,3,24019,0.194653,0.182928532041327,822.2919999805247,0.1618993735440723,42.400000000000006
14748,2058-05-18,18,70474,519,Self-Employed,High School,0,19112,48,Married,0,Own,778,0.2234247267496587,2,1,0.383210810744383,0,Home,1,19,11,1807,2272,267982,85402,5872.833333333333,0.8467530992338784,5,182580,0.254612,0.2387638174393417,621.7808765101881,0.2383484762908627,59.0
14749,2058-05-19,41,75180,543,Employed,Bachelor,19,20379,108,Married,3,Mortgage,264,0.2780118211355077,1,0,0.4717988860049049,0,Debt Consolidation,0,27,2,13205,1076,20045,40927,6265.0,0.9347734356090186,3,2319,0.293879,0.2754393592457675,511.8971778478942,0.1238463172941571,60.0
